c_sht,h_sht,c_bme,p_bme,h_bme,c_lm,lux_diode
1713988610,18.86359,51.91272,16.96C,997.05hPa,45.32%,19.90021,16.87343
1713988620,18.86359,51.93256,16.97C,997.03hPa,45.32%,19.81964,16.89784
1713988630,18.84756,51.97375,16.97C,997.07hPa,45.32%,19.81964,16.89784
1713988640,18.87694,51.97833,16.97C,997.09hPa,45.37%,19.98077,16.87343
1713988650,18.87694,51.95544,16.97C,997.01hPa,45.36%,19.73907,16.89784
1713988660,18.84756,51.93103,16.96C,997.08hPa,45.36%,19.73907,16.87343
1713988670,18.84756,51.89899,16.96C,997.02hPa,45.31%,19.81964,16.89784
1713988680,18.87694,51.88068,16.97C,997.06hPa,45.29%,19.81964,16.89784
1713988690,18.87694,51.9234,16.96C,997.02hPa,45.32%,19.90021,16.87343
1713988700,18.86359,51.93256,16.96C,997.02hPa,45.36%,19.73907,16.87343
1713988710,18.89029,51.94934,16.96C,997.02hPa,45.38%,19.81964,16.89784
1713988720,18.87694,51.9234,16.96C,997.02hPa,45.40%,19.90021,16.89784
1713988730,18.86359,51.91272,16.96C,997.00hPa,45.46%,19.73907,16.89784
1713988740,18.86359,51.93256,16.97C,997.03hPa,45.48%,19.90021,16.87343
1713988750,18.87694,51.94629,16.96C,997.02hPa,45.46%,19.81964,16.89784
1713988760,18.87694,51.97833,16.96C,997.05hPa,45.46%,19.98077,16.87343
1713988770,18.87694,51.95544,16.96C,997.02hPa,45.48%,19.73907,16.89784
1713988780,18.84756,51.94171,16.96C,996.96hPa,45.48%,19.73907,16.87343
1713988790,18.87694,51.95544,16.96C,996.99hPa,45.45%,19.73907,16.89784
1713988800,18.87694,51.99054,16.96C,996.97hPa,45.46%,19.90021,16.89784
1713988810,18.84756,51.98596,16.96C,996.96hPa,45.51%,19.81964,16.89784
1713988820,18.86359,52.00885,16.96C,996.97hPa,45.52%,19.73907,16.89784
1713988830,18.90364,52.03632,16.95C,996.98hPa,45.54%,19.81964,16.87343
1713988840,18.87694,52.02258,16.95C,996.98hPa,45.52%,19.81964,16.89784
1713988850,18.87694,52.06531,16.96C,996.96hPa,45.53%,19.81964,16.87343
1713988860,18.86359,52.01953,16.96C,996.97hPa,45.54%,19.81964,16.89784
1713988870,18.83421,52.01801,16.95C,996.96hPa,45.54%,19.6585,16.89784
1713988880,18.84756,52.01953,16.96C,996.96hPa,45.49%,19.73907,16.89784
1713988890,18.87694,52.01038,16.97C,997.01hPa,45.45%,19.81964,16.89784
1713988900,18.86359,52.00885,16.96C,996.96hPa,45.39%,19.81964,16.89784
1713988910,18.87694,51.99054,16.95C,997.01hPa,45.39%,19.73907,16.87343
1713988920,18.87694,51.97833,16.95C,997.00hPa,45.38%,19.6585,16.87343
1713988930,18.86359,52.01953,16.95C,997.04hPa,45.33%,19.81964,16.89784
1713988940,18.86359,52.03174,16.95C,997.00hPa,45.38%,19.81964,16.87343
1713988950,18.84756,52.01953,16.95C,996.98hPa,45.38%,19.81964,16.89784
1713988960,18.84756,51.98596,16.95C,996.98hPa,45.34%,19.81964,16.89784
1713988970,18.86359,51.98749,16.96C,997.02hPa,45.32%,19.81964,16.89784
1713988980,18.86359,52.01953,16.95C,997.00hPa,45.33%,19.73907,16.87343
1713988990,18.87694,52.05463,16.95C,997.01hPa,45.31%,19.81964,16.87343
1713989000,18.87694,52.03174,16.95C,996.97hPa,45.28%,19.81964,16.89784
1713989010,18.87694,51.99969,16.95C,997.04hPa,45.29%,19.81964,16.87343
1713989020,18.86359,52.01953,16.96C,997.00hPa,45.32%,19.81964,16.89784
1713989030,18.86359,51.97681,16.95C,997.01hPa,45.33%,19.81964,16.89784
1713989040,18.86359,52.00885,16.95C,997.01hPa,45.31%,19.73907,16.89784
1713989050,18.87694,52.01038,16.95C,997.01hPa,45.32%,19.73907,16.87343
1713989060,18.86359,51.98749,16.95C,997.04hPa,45.34%,19.73907,16.87343
1713989070,18.89029,52.03326,16.96C,997.02hPa,45.36%,19.73907,16.87343
1713989080,18.86359,52.01953,16.95C,997.03hPa,45.40%,19.6585,16.89784
1713989090,18.86359,52.04242,16.95C,997.06hPa,45.40%,19.6585,16.87343
1713989100,18.84756,51.99512,16.97C,997.03hPa,45.39%,19.81964,16.89784
1713989110,18.86359,52.00885,16.96C,997.02hPa,45.38%,19.73907,16.89784
1713989120,18.86359,52.00885,16.95C,997.04hPa,45.37%,19.73907,16.89784
1713989130,18.86359,52.03174,16.95C,997.03hPa,45.34%,19.81964,16.87343
1713989140,18.86359,52.03174,16.95C,997.06hPa,45.35%,19.81964,16.89784
1713989150,18.86359,52.01953,16.96C,997.02hPa,45.37%,19.81964,16.87343
1713989160,18.87694,52.05463,16.95C,996.98hPa,45.35%,19.73907,16.87343
1713989170,18.83421,52.06989,16.95C,997.04hPa,45.32%,19.81964,16.87343
1713989180,18.86359,52.05157,16.95C,997.06hPa,45.34%,19.81964,16.89784
1713989190,18.86359,52.03174,16.96C,997.07hPa,45.30%,19.73907,16.89784
1713989200,18.87694,52.03174,16.95C,997.12hPa,45.32%,19.81964,16.89784
1713989210,18.86359,52.01953,16.95C,997.04hPa,45.33%,19.73907,16.92225
1713989220,18.84756,51.98596,16.95C,997.06hPa,45.33%,19.81964,16.87343
1713989230,18.84756,52.00885,16.95C,997.08hPa,45.33%,19.81964,16.89784
1713989240,18.86359,52.05157,16.96C,997.10hPa,45.32%,19.81964,16.89784
1713989250,18.84756,52.04089,16.94C,997.10hPa,45.29%,19.73907,16.87343
1713989260,18.84756,52.04089,16.94C,997.05hPa,45.38%,19.73907,16.89784
1713989270,18.84756,52.01953,16.95C,997.09hPa,45.30%,19.81964,16.89784
1713989280,18.84756,52.01953,16.94C,997.07hPa,45.35%,19.81964,16.89784
1713989290,18.84756,52.02869,16.95C,997.09hPa,45.40%,19.81964,16.89784
1713989300,18.86359,51.97681,16.95C,997.08hPa,45.33%,19.73907,16.89784
1713989310,18.84756,51.9646,16.95C,997.11hPa,45.28%,19.81964,16.89784
1713989320,18.86359,51.98749,16.94C,997.07hPa,45.35%,19.81964,16.89784
1713989330,18.86359,51.91272,16.94C,997.10hPa,45.40%,19.81964,16.87343
1713989340,18.84756,51.91882,16.94C,997.04hPa,45.36%,19.81964,16.92225
1713989350,18.86359,51.94476,16.94C,997.12hPa,45.42%,19.73907,16.89784
1713989360,18.84756,51.95392,16.95C,997.06hPa,45.39%,19.73907,16.89784
1713989370,18.86359,51.94476,16.94C,997.05hPa,45.40%,19.81964,16.92225
1713989380,18.83421,51.94171,16.94C,997.10hPa,45.40%,19.6585,16.89784
1713989390,18.84756,51.93103,16.94C,997.04hPa,45.41%,19.73907,16.89784
1713989400,18.84756,52.00885,16.94C,997.05hPa,45.39%,19.73907,16.89784
